Sl No.,Name of the Contesting candidate,Party Affiliation,Votes Secured,Status,District,Municipal
5,Rama Linga Chowdary Mutyala,IND,259,,Medchal-Makchalgili,NizampetMC
"WARD Name : 9 , Reserved for : UR(W), Total Voters in Municipality Ward : 3217 , Total Vaild Votes : 1054 , Rejected Votes : 9 , NOTA Votes : 26",,,,,Medchal-Makchalgili,NizampetMC
1,K INDIRA,INC,57,,Medchal-Makchalgili,NizampetMC
2,JANAPALA JAYASRI,TDP,385,,Medchal-Makchalgili,NizampetMC
3,Rajitha Papetlla,TRS,500,Elected,Medchal-Makchalgili,NizampetMC
4,k meghana,IND,112,,Medchal-Makchalgili,NizampetMC
"WARD Name : 10 , Reserved for : SC(G), Total Voters in Municipality Ward : 3475 , Total Vaild Votes : 1326 , Rejected Votes : 6 , NOTA Votes : 17",,,,,Medchal-Makchalgili,NizampetMC
1,DASARI MAHESH KUMAR,INC,21,,Medchal-Makchalgili,NizampetMC
2,NARSING RAO.A,TDP,541,,Medchal-Makchalgili,NizampetMC
3,MEKALA VENKATESH,TRS,632,Elected,Medchal-Makchalgili,NizampetMC
4,SAI KUMAR.K,BJP,130,,Medchal-Makchalgili,NizampetMC
5,TULASI ASHOK,IND,1,,Medchal-Makchalgili,NizampetMC
6,SUNIL.K,IND,1,,Medchal-Makchalgili,NizampetMC
"WARD Name : 11 , Reserved for : UR(G), Total Voters in Municipality Ward : 3528 , Total Vaild Votes : 1381 , Rejected Votes : 10 , NOTA Votes : 14",,,,,Medchal-Makchalgili,NizampetMC
1,CHATRADIPALLI BHARATH,INC,30,,Medchal-Makchalgili,NizampetMC
2,MADHUSUDHAN REDDY.A,TDP,387,,Medchal-Makchalgili,NizampetMC
3,YERRAMREDDY CHENNAREDDY,BJP,141,,Medchal-Makchalgili,NizampetMC
4,V RAVI KIRAN,TRS,782,Elected,Medchal-Makchalgili,NizampetMC
5,P.PRATHAP REDDY,IND,2,,Medchal-Makchalgili,NizampetMC
6,B. RAGHU BABU,IND,39,,Medchal-Makchalgili,NizampetMC
"WARD Name : 12 , Reserved for : UR(W), Total Voters in Municipality Ward : 3487 , Total Vaild Votes : 1466 , Rejected Votes : 20 , NOTA Votes : 20",,,,,Medchal-Makchalgili,NizampetMC
1,CHEEKATI DHANA LAXMI,TDP,140,,Medchal-Makchalgili,NizampetMC
2,K.NEELA REDDY,TRS,1180,Elected,Medchal-Makchalgili,NizampetMC
3,S.RAMA DEVI,BJP,131,,Medchal-Makchalgili,NizampetMC
4,G.KAVITHA,IND,15,,Medchal-Makchalgili,NizampetMC
"WARD Name : 13 , Reserved for : BC(W), Total Voters in Municipality Ward : 3544 , Total Vaild Votes : 1398 , Rejected Votes : 16 , NOTA Votes : 8",,,,,Medchal-Makchalgili,NizampetMC
1,AVULA PAVANI,TRS,777,Elected,Medchal-Makchalgili,NizampetMC
2,NEELAM SHAILAJA,TDP,205,,Medchal-Makchalgili,NizampetMC
3,SHARADA PASIKANTI,BJP,140,,Medchal-Makchalgili,NizampetMC
4,AVULA MANJULA YADAV,IND,251,,Medchal-Makchalgili,NizampetMC
5,VEMULA USHA RANI,IND,25,,Medchal-Makchalgili,NizampetMC
"WARD Name : 14 , Reserved for : UR(W), Total Voters in Municipality Ward : 3428 , Total Vaild Votes : 1295 , Rejected Votes : 15 , NOTA Votes : 16",,,,,Medchal-Makchalgili,NizampetMC
1,KARNATI RAJESWARI,TRS,507,Elected,Medchal-Makchalgili,NizampetMC
2,KOLAN JYOTHI,BJP,262,,Medchal-Makchalgili,NizampetMC
3,NELAPATI SOBHA RANI,TDP,292,,Medchal-Makchalgili,NizampetMC
4,SHIRISHA KOTAPATI,IND,234,,Medchal-Makchalgili,NizampetMC
"WARD Name : 15 , Reserved for : UR(G), Total Voters in Municipality Ward : 3529 , Total Vaild Votes : 1807 , Rejected Votes : 57 , NOTA Votes : 21",,,,,Medchal-Makchalgili,NizampetMC
1,KOLAN KRISHNA REDDY,TRS,349,,Medchal-Makchalgili,NizampetMC
2,KOLAN JAGJEEVAN REDDY,BJP,94,,Medchal-Makchalgili,NizampetMC
3,SANNY VIJAY KUMAR,INC,132,,Medchal-Makchalgili,NizampetMC
4,INDRAKANTI SRINIVAS GOUD,IND,184,,Medchal-Makchalgili,NizampetMC
5,AERROLLA VISHNU,IND,162,,Medchal-Makchalgili,NizampetMC
6,DUSAKANTI SHANTHA KUMARI,IND,61,,Medchal-Makchalgili,NizampetMC
7,PEDDIREDDY SUJATHA,IND,528,Elected,Medchal-Makchalgili,NizampetMC
8,BHARATHI DEVI CHENNAMANENI,IND,34,,Medchal-Makchalgili,NizampetMC
9,MUDDASANI MAHENDER,IND,237,,Medchal-Makchalgili,NizampetMC
10,YEHOSHUVA PUCHHAKAYALA,IND,26,,Medchal-Makchalgili,NizampetMC
"WARD Name : 16 , Reserved for : BC(G), Total Voters in Municipality Ward : 3384 , Total Vaild Votes : 1280 , Rejected Votes : 19 , NOTA Votes : 13",,,,,Medchal-Makchalgili,NizampetMC
1,AGAM PANDU,TRS,791,Elected,Medchal-Makchalgili,NizampetMC
2,KASIPURAM RAMU GOUD,INC,243,,Medchal-Makchalgili,NizampetMC
3,RAPAN KASI,BJP,242,,Medchal-Makchalgili,NizampetMC
4,RAVAN LAKSHMAIAH,IND,4,,Medchal-Makchalgili,NizampetMC
"WARD Name : 17 , Reserved for : UR(G), Total Voters in Municipality Ward : 3460 , Total Vaild Votes : 1430 , Rejected Votes : 28 , NOTA Votes : 26",,,,,Medchal-Makchalgili,NizampetMC
1,AGAM RAJU,TRS,697,Elected,Medchal-Makchalgili,NizampetMC
2,KOLAN SATYANARAYANA REDDY,INC,122,,Medchal-Makchalgili,NizampetMC
3,RAJASHEKAR REDDY KOLAN,BJP,611,,Medchal-Makchalgili,NizampetMC
"WARD Name : 18 , Reserved for : UR(G), Total Voters in Municipality Ward : 3305 , Total Vaild Votes : 1138 , Rejected Votes : 13 , NOTA Votes : 4",,,,,Medchal-Makchalgili,NizampetMC
1,ALLAMBAI JAIPAL REDDY,BJP,402,,Medchal-Makchalgili,NizampetMC
2,KAMMETA PEDDA JEETHAIAH,INC,43,,Medchal-Makchalgili,NizampetMC
3,KOLAN VEERANDAR REDDY,TRS,547,Elected,Medchal-Makchalgili,NizampetMC
4,KONDURI NAGESHWARA RAO,TDP,23,,Medchal-Makchalgili,NizampetMC
5,TELUGU BALAKRISHNA,IND,123,,Medchal-Makchalgili,NizampetMC
"WARD Name : 19 , Reserved for : BC(G), Total Voters in Municipality Ward : 3619 , Total Vaild Votes : 1691 , Rejected Votes : 18 , NOTA Votes : 9",,,,,Medchal-Makchalgili,NizampetMC
1,ASHOK GONULA,BJP,354,,Medchal-Makchalgili,NizampetMC
2,AGAM SHANKAR,INC,156,,Medchal-Makchalgili,NizampetMC
3,KASANI SUDHAKAR,TRS,1163,Elected,Medchal-Makchalgili,NizampetMC
4,MOHAMMED MAHBOOB SHAREEF,IND,18,,Medchal-Makchalgili,NizampetMC
"WARD Name : 20 , Reserved for : ST(G), Total Voters in Municipality Ward : 3482 , Total Vaild Votes : 1335 , Rejected Votes : 18 , NOTA Votes : 20",,,,,Medchal-Makchalgili,NizampetMC
1,MUDAVATH UMA,TDP,117,,Medchal-Makchalgili,NizampetMC
2,VANKUDOTHU BALAJI,TRS,523,Elected,Medchal-Makchalgili,NizampetMC
3,SABAVAT RAMCHANDRA NAYAK,BJP,342,,Medchal-Makchalgili,NizampetMC
4,BANOTH JYOTHSNA,IND,7,,Medchal-Makchalgili,NizampetMC
5,DHARAVATH DEVA,IND,3,,Medchal-Makchalgili,NizampetMC
6,MADAVATH PARAMESH,IND,7,,Medchal-Makchalgili,NizampetMC
7,MADAVATH PARAMESH,IND,336,,Medchal-Makchalgili,NizampetMC
"WARD Name : 21 , Reserved for : BC(W), Total Voters in Municipality Ward : 3614 , Total Vaild Votes : 1875 , Rejected Votes : 28 , NOTA Votes : 19",,,,,Medchal-Makchalgili,NizampetMC
1,ADDALA AMALESWARI,BJP,121,,Medchal-Makchalgili,NizampetMC
2,KASANI SHIREESHA,TRS,1698,Elected,Medchal-Makchalgili,NizampetMC
3,S.KRISHNA VENI,TDP,56,,Medchal-Makchalgili,NizampetMC
"WARD Name : 22 , Reserved for : UR(W), Total Voters in Municipality Ward : 3025 , Total Vaild Votes : 842 , Rejected Votes : 3 , NOTA Votes : 5",,,,,Medchal-Makchalgili,NizampetMC
1,NANGUNOORI NAVYA,TRS,251,,Medchal-Makchalgili,NizampetMC
2,NIDADAVOLU LAVANYA,INC,37,,Medchal-Makchalgili,NizampetMC
3,MADDURI SAITULASI,TDP,174,,Medchal-Makchalgili,NizampetMC
4,VADLAMURI SULOCHANA,BJP,71,,Medchal-Makchalgili,NizampetMC
5,PAIDI MADHAVI,IND,309,Elected,Medchal-Makchalgili,NizampetMC
"WARD Name : 23 , Reserved for : BC(G), Total Voters in Municipality Ward : 3030 , Total Vaild Votes : 850 , Rejected Votes : 13 , NOTA Votes : 8",,,,,Medchal-Makchalgili,NizampetMC
1,G SRINIVAS,TRS,294,Elected,Medchal-Makchalgili,NizampetMC
2,CHIRANJIVISRIKAR BATTULA,INC,15,,Medchal-Makchalgili,NizampetMC
3,T VENKATARAMANA,TDP,97,,Medchal-Makchalgili,NizampetMC
4,Santosh Kumar Chouta,BJP,108,,Medchal-Makchalgili,NizampetMC
5,ADUNURI VIJAYKUMAR,IND,93,,Medchal-Makchalgili,NizampetMC
6,GSRIDHAR,IND,243,,Medchal-Makchalgili,NizampetMC
"WARD Name : 24 , Reserved for : SC(W), Total Voters in Municipality Ward : 3080 , Total Vaild Votes : 936 , Rejected Votes : 12 , NOTA Votes : 15",,,,,Medchal-Makchalgili,NizampetMC
1,kodamagundla Indira Krupavathi,BJP,129,,Medchal-Makchalgili,NizampetMC
2,GAJJELI DHANALAXMI,TRS,286,,Medchal-Makchalgili,NizampetMC
3,GAJJERI YADAMMA,INC,30,,Medchal-Makchalgili,NizampetMC
4,YEDLA MANJULA,IND,56,,Medchal-Makchalgili,NizampetMC
5,K. Balasubbamma,IND,1,,Medchal-Makchalgili,NizampetMC
6,MENDEM SUJATHA,IND,434,Elected,Medchal-Makchalgili,NizampetMC
"WARD Name : 25 , Reserved for : BC(W), Total Voters in Municipality Ward : 3123 , Total Vaild Votes : 1083 , Rejected Votes : 4 , NOTA Votes : 21",,,,,Medchal-Makchalgili,NizampetMC
1,AVULA SWARNA LATHA,TRS,325,,Medchal-Makchalgili,NizampetMC
2,LAKSHMI MAILARAM,BJP,117,,Medchal-Makchalgili,NizampetMC
3,LAKSHMI KUMARI JONNALAGADDA,IND,641,Elected,Medchal-Makchalgili,NizampetMC
"WARD Name : 26 , Reserved for : UR(G), Total Voters in Municipality Ward : 3497 , Total Vaild Votes : 1390 , Rejected Votes : 6 , NOTA Votes : 15",,,,,Medchal-Makchalgili,NizampetMC
1,ABBURI SAIDA RAO,TDP,331,,Medchal-Makchalgili,NizampetMC
2,GOPARAJU VISHNU VARDHAN RAO,BJP,270,,Medchal-Makchalgili,NizampetMC
3,GOPALAM VIDYA SAGAR,INC,76,,Medchal-Makchalgili,NizampetMC
4,RAGHAVENDRA RAO VUPPULURI,TRS,713,Elected,Medchal-Makchalgili,NizampetMC
"WARD Name : 27 , Reserved for : UR(W), Total Voters in Municipality Ward : 3487 , Total Vaild Votes : 1460 , Rejected Votes : 17 , NOTA Votes : 13",,,,,Medchal-Makchalgili,NizampetMC
1,APPALABATTULA SHILPA,BJP,129,,Medchal-Makchalgili,NizampetMC
2,YELLAMBAI JYOTHI,TRS,769,Elected,Medchal-Makchalgili,NizampetMC
3,KOLAN RAJESWARI REDDY,TDP,497,,Medchal-Makchalgili,NizampetMC
4,TEKULA BHAVANI,INC,65,,Medchal-Makchalgili,NizampetMC
"WARD Name : 28 , Reserved for : BC(G), Total Voters in Municipality Ward : 3212 , Total Vaild Votes : 1150 , Rejected Votes : 8 , NOTA Votes : 16",,,,,Medchal-Makchalgili,NizampetMC
1,DHANA RAJU YADAV SHANIGALA,TRS,639,Elected,Medchal-Makchalgili,NizampetMC
2,BORRA SULOCHANA,TDP,246,,Medchal-Makchalgili,NizampetMC
3,MADDA KESHAVULU,BJP,265,,Medchal-Makchalgili,NizampetMC
"WARD Name : 29 , Reserved for : BC(W), Total Voters in Municipality Ward : 3426 , Total Vaild Votes : 1256 , Rejected Votes : 13 , NOTA Votes : 18",,,,,Medchal-Makchalgili,NizampetMC
1,KOMALA MARRI,BJP,173,,Medchal-Makchalgili,NizampetMC
2,NARSANGARI MAMATHA,TDP,265,,Medchal-Makchalgili,NizampetMC
3,BORRA DEVI,TRS,691,Elected,Medchal-Makchalgili,NizampetMC
4,SHANIGALA LATHA,INC,127,,Medchal-Makchalgili,NizampetMC
"WARD Name : 30 , Reserved for : UR(W), Total Voters in Municipality Ward : 3421 , Total Vaild Votes : 1158 , Rejected Votes : 24 , NOTA Votes : 16",,,,,Medchal-Makchalgili,NizampetMC
1,KOLAN MEENA,TRS,744,Elected,Medchal-Makchalgili,NizampetMC
2,KOLAN SRILATHA,TDP,228,,Medchal-Makchalgili,NizampetMC
3,D DHANA LAXMI,BJP,133,,Medchal-Makchalgili,NizampetMC
4,BOTLA LATHA CHOWDARY,IND,53,,Medchal-Makchalgili,NizampetMC
"WARD Name : 31 , Reserved for : BC(W), Total Voters in Municipality Ward : 3431 , Total Vaild Votes : 1558 , Rejected Votes : 30 , NOTA Votes : 17",,,,,Medchal-Makchalgili,NizampetMC
1,ANURADHA TATA,INC,192,,Medchal-Makchalgili,NizampetMC
2,AVULA PRASANNA YADAV,TRS,695,Elected,Medchal-Makchalgili,NizampetMC
3,Uma Maheswary Sarla,BJP,270,,Medchal-Makchalgili,NizampetMC
4,NIRMALA VADLA,TDP,81,,Medchal-Makchalgili,NizampetMC
5,CHANNAMONI NARMADA,IND,320,,Medchal-Makchalgili,NizampetMC
"WARD Name : 32 , Reserved for : UR(G), Total Voters in Municipality Ward : 3324 , Total Vaild Votes : 1351 , Rejected Votes : 36 , NOTA Votes : 13",,,,,Medchal-Makchalgili,NizampetMC
1,ANUGULA SRINIVAS REDDY,TRS,793,Elected,Medchal-Makchalgili,NizampetMC
2,KOLAN JANARDHAN REDDY,TDP,198,,Medchal-Makchalgili,NizampetMC
3,Marlapate Siva Koteshwara Rao,BJP,74,,Medchal-Makchalgili,NizampetMC
4,SRINIVASULU KUKKAPALLY,INC,173,,Medchal-Makchalgili,NizampetMC
5,THONTA NAMPALLY,IND,39,,Medchal-Makchalgili,NizampetMC
6,BUDDA VENKATA RAMANA,IND,24,,Medchal-Makchalgili,NizampetMC
7,MOHAMMED ASIF,IND,24,,Medchal-Makchalgili,NizampetMC
8,MOHAMMED AMZAD,IND,26,,Medchal-Makchalgili,NizampetMC
"WARD Name : 33 , Reserved for : UR(W), Total Voters in Municipality Ward : 3325 , Total Vaild Votes : 1368 , Rejected Votes : 17 , NOTA Votes : 11",,,,,Medchal-Makchalgili,NizampetMC
1,KOLAN TEJASRI,TRS,958,Elected,Medchal-Makchalgili,NizampetMC
2,Tondapu Aruna,BJP,113,,Medchal-Makchalgili,NizampetMC
3,KOLAN LAVANYA,TDP,297,,Medchal-Makchalgili,NizampetMC
"WARD Name : 1 , Reserved for : BC(G), Total Voters in Municipality Ward : 2141 , Total Vaild Votes : 1460 , Rejected Votes : 11 , NOTA Votes : 10",,,,,Medchal-Makchalgili,Nagaram
1,SARITHA CHINTHALA ALIAS SAJIDHA BEGUM,INC,623,Elected,Medchal-Makchalgili,Nagaram
2,MUNIGANTI SURESH,BJP,417,,Medchal-Makchalgili,Nagaram
3,ARIGE RAMULU,TRS,405,,Medchal-Makchalgili,Nagaram
4,ASHA BINDU,TDP,15,,Medchal-Makchalgili,Nagaram
"WARD Name : 2 , Reserved for : BC(G), Total Voters in Municipality Ward : 2074 , Total Vaild Votes : 1718 , Rejected Votes : 12 , NOTA Votes : 2",,,,,Medchal-Makchalgili,Nagaram
1,ELIJALA NAGESH,TRS,674,Elected,Medchal-Makchalgili,Nagaram
2,KONDABOINA NAGARAJU,BJP,532,,Medchal-Makchalgili,Nagaram
3,POTTA SRISAILAM,INC,488,,Medchal-Makchalgili,Nagaram
4,MUNUGANTI NARAYANA,IND,24,,Medchal-Makchalgili,Nagaram
"WARD Name : 3 , Reserved for : SC(W), Total Voters in Municipality Ward : 2075 , Total Vaild Votes : 1537 , Rejected Votes : 12 , NOTA Votes : 5",,,,,Medchal-Makchalgili,Nagaram
1,NEERUDU RENUKA,BJP,411,,Medchal-Makchalgili,Nagaram
2,GOKA KALAVATHI,TRS,596,Elected,Medchal-Makchalgili,Nagaram
3,NALLOLA LATHA,INC,530,,Medchal-Makchalgili,Nagaram
"WARD Name : 4 , Reserved for : BC(W), Total Voters in Municipality Ward : 2174 , Total Vaild Votes : 1403 , Rejected Votes : 13 , NOTA Votes : 4",,,,,Medchal-Makchalgili,Nagaram
1,BUDHAVARAM TIRUVENGALA LAKSHMI,BJP,487,Elected,Medchal-Makchalgili,Nagaram
2,POTTA SUBBA LAXMI,INC,406,,Medchal-Makchalgili,Nagaram
3,JEMMALLA LAVANAYA,TRS,447,,Medchal-Makchalgili,Nagaram
4,MUNUGANTI JYOTHI,IND,63,,Medchal-Makchalgili,Nagaram
"WARD Name : 5 , Reserved for : UR(W), Total Voters in Municipality Ward : 2182 , Total Vaild Votes : 1282 , Rejected Votes : 7 , NOTA Votes : 7",,,,,Medchal-Makchalgili,Nagaram
1,ANNAMRAJU LAVANYA,TRS,494,Elected,Medchal-Makchalgili,Nagaram
2,CHINNAM RAJU MOUNIKA,INC,249,,Medchal-Makchalgili,Nagaram
3,ANITHA VOLLALA,BJP,177,,Medchal-Makchalgili,Nagaram
4,KONDA SUJATHA,TDP,362,,Medchal-Makchalgili,Nagaram
"WARD Name : 6 , Reserved for : UR(G), Total Voters in Municipality Ward : 2339 , Total Vaild Votes : 1331 , Rejected Votes : 13 , NOTA Votes : 9",,,,,Medchal-Makchalgili,Nagaram
1,KOWKUTLA ANANTH REDDY,TRS,999,Elected,Medchal-Makchalgili,Nagaram
2,BIKSHAPATHI PABBATHI,INC,50,,Medchal-Makchalgili,Nagaram
3,KANDADI SATHI REDDY,BJP,282,,Medchal-Makchalgili,Nagaram
"WARD Name : 7 , Reserved for : UR(W), Total Voters in Municipality Ward : -- , Total Vaild Votes : 0 , Rejected Votes : 0 , NOTA Votes : 0",,,,,Medchal-Makchalgili,Nagaram
1,GUDURU SABITHA,TRS,0,Unanimous ,Medchal-Makchalgili,Nagaram
"WARD Name : 8 , Reserved for : UR(W), Total Voters in Municipality Ward : 2125 , Total Vaild Votes : 1227 , Rejected Votes : 12 , NOTA Votes : 6",,,,,Medchal-Makchalgili,Nagaram
1,KOWKUTLA MAMTHA,IND,664,Elected,Medchal-Makchalgili,Nagaram
2,PALADUGALA PADMA,INC,27,,Medchal-Makchalgili,Nagaram
3,TELLA RADHIKA,TRS,428,,Medchal-Makchalgili,Nagaram
4,NALINI BURRA,BJP,108,,Medchal-Makchalgili,Nagaram
"WARD Name : 9 , Reserved for : UR(W), Total Voters in Municipality Ward : 2174 , Total Vaild Votes : 1217 , Rejected Votes : 8 , NOTA Votes : 7",,,,,Medchal-Makchalgili,Nagaram
1,KOMIRELLY ANITHA,TRS,688,Elected,Medchal-Makchalgili,Nagaram
2,ANURADHA TEEPIREDDY,BJP,202,,Medchal-Makchalgili,Nagaram
3,DASARI VIJAYA,INC,259,,Medchal-Makchalgili,Nagaram
4,PEDARETI SRAVANTHI,IND,68,,Medchal-Makchalgili,Nagaram
"WARD Name : 10 , Reserved for : BC(W), Total Voters in Municipality Ward : 2098 , Total Vaild Votes : 1071 , Rejected Votes : 8 , NOTA Votes : 8",,,,,Medchal-Makchalgili,Nagaram
1,BOLLABOINA LALITHA,IND,316,,Medchal-Makchalgili,Nagaram
2,SURVI SWAPNA GOUD,INC,288,,Medchal-Makchalgili,Nagaram
3,KOTTE DIVYA,TRS,336,Elected,Medchal-Makchalgili,Nagaram
4,JUPALLY SRI LAXMI,BJP,131,,Medchal-Makchalgili,Nagaram
"WARD Name : 11 , Reserved for : UR(W), Total Voters in Municipality Ward : 2151 , Total Vaild Votes : 1196 , Rejected Votes : 10 , NOTA Votes : 6",,,,,Medchal-Makchalgili,Nagaram
1,RYALA PRIYANKA,INC,542,Elected,Medchal-Makchalgili,Nagaram
2,V TANUJA,IND,21,,Medchal-Makchalgili,Nagaram
3,MUDRAGANAM NAVANEETHA,TRS,186,,Medchal-Makchalgili,Nagaram
4,L MAMATHA,BJP,219,,Medchal-Makchalgili,Nagaram
5,MAMIDI SABITHA,IND,228,,Medchal-Makchalgili,Nagaram
"WARD Name : 12 , Reserved for : UR(W), Total Voters in Municipality Ward : 2370 , Total Vaild Votes : 1350 , Rejected Votes : 11 , NOTA Votes : 5",,,,,Medchal-Makchalgili,Nagaram
1,ANNAPURNA A,BJP,121,,Medchal-Makchalgili,Nagaram
2,RENUKA MOKU,TRS,692,Elected,Medchal-Makchalgili,Nagaram
3,MANASA KOWKUTLA,INC,536,,Medchal-Makchalgili,Nagaram
4,DEEPA MOKU,IND,0,,Medchal-Makchalgili,Nagaram
5,SARASWATHI MOKU,IND,1,,Medchal-Makchalgili,Nagaram
"WARD Name : 13 , Reserved for : UR(G), Total Voters in Municipality Ward : 1958 , Total Vaild Votes : 1177 , Rejected Votes : 11 , NOTA Votes : 10",,,,,Medchal-Makchalgili,Nagaram
1,BANDARI SRIKANTH YADAV,IND,199,,Medchal-Makchalgili,Nagaram
2,JALABINA VINOD YADAV,IND,8,,Medchal-Makchalgili,Nagaram
3,RYALA ASHOK YADAV,INC,402,,Medchal-Makchalgili,Nagaram
4,JALABOINA RAGHAVENDRA YADAV,IND,23,,Medchal-Makchalgili,Nagaram
5,MALLESH YADAV BANDARI,TRS,467,Elected,Medchal-Makchalgili,Nagaram
6,THADISNIA SURYA SHEKAR REDDY,BJP,78,,Medchal-Makchalgili,Nagaram
"WARD Name : 14 , Reserved for : BC(G), Total Voters in Municipality Ward : 1995 , Total Vaild Votes : 1010 , Rejected Votes : 12 , NOTA Votes : 10",,,,,Medchal-Makchalgili,Nagaram
1,BIJJA SRINU GOUD,TRS,799,Elected,Medchal-Makchalgili,Nagaram
2,D NARSING RAO,INC,169,,Medchal-Makchalgili,Nagaram
3,GADE SESHAGIRI RAO,BJP,42,,Medchal-Makchalgili,Nagaram
"WARD Name : 15 , Reserved for : UR(G), Total Voters in Municipality Ward : 2318 , Total Vaild Votes : 1455 , Rejected Votes : 17 , NOTA Votes : 10",,,,,Medchal-Makchalgili,Nagaram
1,SATYAM SAGAR G,IND,596,,Medchal-Makchalgili,Nagaram
2,MADIREDDY VENKAT REDDY,TRS,757,Elected,Medchal-Makchalgili,Nagaram
3,RAMIDI BHUPAL REDDY,INC,50,,Medchal-Makchalgili,Nagaram
4,LINGAMPALLI NARESH BABU,BJP,52,,Medchal-Makchalgili,Nagaram
"WARD Name : 16 , Reserved for : ST(G), Total Voters in Municipality Ward : 1903 , Total Vaild Votes : 1008 , Rejected Votes : 5 , NOTA Votes : 11",,,,,Medchal-Makchalgili,Nagaram
1,BADANAPURAM SRINIVAS,TRS,547,Elected,Medchal-Makchalgili,Nagaram
2,GUGULOTH PAKEERA NAIK,BJP,80,,Medchal-Makchalgili,Nagaram
3,BANOTH VENKANNA,IND,17,,Medchal-Makchalgili,Nagaram
4,DEVASOTH TEEKAM RATHOD,IND,91,,Medchal-Makchalgili,Nagaram
5,RAMULU DEERAVATH,IND,12,,Medchal-Makchalgili,Nagaram
6,PANDU RATHLAVATH,INC,161,,Medchal-Makchalgili,Nagaram
7,RAJU AZEEMERA,IND,11,,Medchal-Makchalgili,Nagaram
8,MUDU DEVI,IND,89,,Medchal-Makchalgili,Nagaram
"WARD Name : 17 , Reserved for : UR(G), Total Voters in Municipality Ward : 1871 , Total Vaild Votes : 1284 , Rejected Votes : 8 , NOTA Votes : 6",,,,,Medchal-Makchalgili,Nagaram
1,KOWKUTLA CHANDRA REDDY,TRS,781,Elected,Medchal-Makchalgili,Nagaram
2,PARIMI PRAVEEN CHOWDARY,JDU,6,,Medchal-Makchalgili,Nagaram
3,MUPPU SRINIVAS REDDY,INC,435,,Medchal-Makchalgili,Nagaram
4,CHITYALA SRINIVAS REDDY,BJP,47,,Medchal-Makchalgili,Nagaram
5,SHOBHA AGRAWATH,IND,15,,Medchal-Makchalgili,Nagaram
"WARD Name : 18 , Reserved for : SC(G), Total Voters in Municipality Ward : 2203 , Total Vaild Votes : 1341 , Rejected Votes : 7 , NOTA Votes : 13",,,,,Medchal-Makchalgili,Nagaram
1,NIMMALA SRINIVAS,TRS,438,,Medchal-Makchalgili,Nagaram
2,KUSUMALLA MALLESH,BJP,79,,Medchal-Makchalgili,Nagaram
3,KISTANNAGARI LINGAM,TDP,161,,Medchal-Makchalgili,Nagaram
4,PANGA HARIBABU,INC,551,Elected,Medchal-Makchalgili,Nagaram
5,ENNAM CHANDRA MOHAN,IND,112,,Medchal-Makchalgili,Nagaram
"WARD Name : 19 , Reserved for : BC(G), Total Voters in Municipality Ward : 1957 , Total Vaild Votes : 1177 , Rejected Votes : 10 , NOTA Votes : 6",,,,,Medchal-Makchalgili,Nagaram
1,SURVI SRINIVAS GOUD,IND,493,Elected,Medchal-Makchalgili,Nagaram
2,CHINNAMRAJU SAINATH GOUD,TRS,356,,Medchal-Makchalgili,Nagaram
3,GUDURU CHAKRAPANI GOUD,INC,328,,Medchal-Makchalgili,Nagaram
"WARD Name : 20 , Reserved for : BC(W), Total Voters in Municipality Ward : 1941 , Total Vaild Votes : 1007 , Rejected Votes : 4 , NOTA Votes : 2",,,,,Medchal-Makchalgili,Nagaram
1,ANNAMRAJU SUMITHRA,TRS,482,Elected,Medchal-Makchalgili,Nagaram
2,LAVANYA NUCHU,INC,208,,Medchal-Makchalgili,Nagaram
3,SRAVANTHI RAMGONI,BJP,245,,Medchal-Makchalgili,Nagaram
4,JALABOINA KASTHURI,IND,72,,Medchal-Makchalgili,Nagaram
"WARD Name : 21 , Reserved for : --, Total Voters in Municipality Ward : -- , Total Vaild Votes : 0 , Rejected Votes : 0 , NOTA Votes : 0",,,,,Medchal-Makchalgili,Nagaram
"WARD Name : 1 , Reserved for : UR(W), Total Voters in Municipality Ward : 1695 , Total Vaild Votes : 1150 , Rejected Votes : 9 , NOTA Votes : 3",,,,,Medchal-Makchalgili,Medchal
1,HEMALATHA REDDY MALLADI,BJP,228,,Medchal-Makchalgili,Medchal
2,DURGAM JYOTHI,TRS,320,,Medchal-Makchalgili,Medchal
3,MANDALA PAVITHRA DEVI,IND,27,,Medchal-Makchalgili,Medchal
4,BASIREDDY LATHA,IND,21,,Medchal-Makchalgili,Medchal
5,VEERAMALLA MANASA,IND,494,Elected,Medchal-Makchalgili,Medchal
6,SWATHI ANUREDDY,INC,60,,Medchal-Makchalgili,Medchal
"WARD Name : 2 , Reserved for : BC(W), Total Voters in Municipality Ward : 1539 , Total Vaild Votes : 1160 , Rejected Votes : 13 , NOTA Votes : 1",,,,,Medchal-Makchalgili,Medchal
1,JAFFRIN BEGUM,IND,269,,Medchal-Makchalgili,Medchal
2,KOMURAMMA CHARLAPALLY,IND,82,,Medchal-Makchalgili,Medchal
3,VADLA ROJA RANI,IND,40,,Medchal-Makchalgili,Medchal
4,MANDALI SHILPA KRISHNA,TRS,344,,Medchal-Makchalgili,Medchal
5,ROYAPALLY SARITHA,INC,407,Elected,Medchal-Makchalgili,Medchal
6,Arifunnisa Begum,IND,0,,Medchal-Makchalgili,Medchal
7,MADDI SANTHOSHI,BJP,18,,Medchal-Makchalgili,Medchal
